essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
1	6	"她个子不高，看上去慈眉善目，岁月的风霜使她原本乌黑油亮的秀发夹杂着缕缕银丝，眼角也有鱼尾纹爬了上来，可那饱经风霜的脸上却常常洋溢着甜蜜与满足的笑容，让人感到格外亲切，觉得她是那样随和——她便是我和蔼可亲的妈妈。    记得一个暴风骤雨的夜晚，雷霆的巨响吓得我睡不着觉（那时我只有四岁），只好蜷缩在被窝里。这时，妈妈过来了，纤细的手指轻轻地抚摸着我的额头，马上发现了我的异状，不解而又亲切地问道：“怎么，你还没睡呀？”“我，我怕……”说着，我指了指窗外。“不用怕，妈妈在，没事儿的。”妈妈微笑着说。顿时，她那充满慈爱的话语像是一股暖流，直冲进我的心窝。特别是那微笑，一刹那间，我全身上下充满了力量。我已不记得当时妈妈这一夜有没有离开，可是我觉得那是我睡得最好的一夜。    妈妈的笑不仅能够给我力量，更能时刻提醒我。    一次，小表妹来我家做客。不巧，她发现了我最喜爱的玩具——变形金刚，欢叫着朝那边奔去。我一见，便皱起了眉头，刚想呵斥她，突然看见妈妈正微笑着看着我，望着这纯净真挚的笑容，我感到脸上火辣辣的：“从小妈妈就给我讲了‘孔融让梨’的故事，孔融四岁都能克制自己，讲谦让，而我……”想着，我将已经到嘴边的话咽了下去，并慷慨的拿出其它玩具，让小表妹玩了个够。从这以后，我再也没犯过类似的错误。    妈妈的笑纯净真挚，妈妈的笑能给人以力量，妈妈的笑能够时刻提醒别人。啊！我要赞美妈妈的笑，更要赞美我的妈妈！"	4	4		10
2	6	"在我的记忆长河中，有许多往事已消失了。然而，却有一件事，在我的脑海中永远忘不了。        记得在我读小学四年级的时候，那时我还在家乡上学，那时我有一个邻居，他也是读四年级。我的邻居长着一双炯炯有神的眼睛，一个大大的鼻子和一个小小的嘴巴。他非常爱干净，也非常喜欢乐于助人。        有一天，我和邻居一起去上学，走到半路的时候，天下起雨来了，越下越大。还好那天早上我看了天气预报，我和邻居都带了伞。我们打开伞，走到了一棵大树旁边的时候，我和邻居看到了一位小女孩摔了一跤。衣服都弄脏了，全身湿淋淋的，我的邻居连忙过去把她扶了起来。我走邻居身旁说：“就快到上课时间了，我们不要理她了，我们赶紧上学去吧！”谁知，邻居却说：“要走你先走吧，我要先送这位小姑娘回家。”过了一会儿，我的邻居就送这位小姑娘回家了，在送小姑娘回家的路上，我紧跟在他们身后。我也不去上学了，和邻居一起将小姑娘送回家。我看见邻居慢慢地把伞移到小姑娘身上，而自己却被雨水淋湿了，我看到这样的情景感到非常后悔。        回到家里，我又重新回想起了这件事，这件事让我明白了做人不要太自私自利的道理。"	5	4		8
3	6	"昨天，我发现田老师头上又添了许多白发，我把这个发现告诉了爸爸，爸爸抚摸着我的头深情地说：“孩子，他可是爸爸的启蒙老师呀！他整整教了我六年呢。”我把爸爸的话告诉了同学们，可是同学们都说自己的爸爸也是田老师的学生，他们还告诉了我田老师的许多事。    刘丹的爸爸九岁那年，上课的时候突然病倒了，田老师背着他飞奔上医院治疗，又背着他走了二十多里崎岖山路，刘丹的爸爸安全到家了。田老师没有休息，又打着火把回到学校备课、改作业。刘丹的爸爸说自己到现在还欠着田老师6元钱的药费呢。    以前王成的妈妈因家庭困难失学了，还是田老师资助的学费呢。六年级的周文伟确说：“那算啥，我现在吃住都在田老师家，他对我可关心啦！”……    同学们所说的，都是他当老师近三十年来，关心学生，辛勤工作的事。可是我听着这一桩桩，一件件好像很平常的事情，我感动了，他不是我们现时生活中的张思德吗？    每一个人，在自己平凡的岗位上，只要始终记住：“为人民服务”的思想，辛勤工作，不记名利，他就是我们现实生活中的张思德，我们不能忘记张思德的精神。    田贵开老师，您是我们学习的榜样。您让我们感受到了张思德的精神，您几十年如一日，在平凡的岗位上尽职尽责，把您的一切都奉献给了您的学生，敬爱的老师，您辛苦了！"	5	4		9
4	6	"一转眼,6年的小学生活就快过去了,同其他人一样,我的小学生活是难忘的,是多姿多彩、充满欢笑的。我认为，小学生活中最难忘的，则是那双有神的眼睛。是它们，为我指点迷津，慢慢走向前面的路。        记得第一次欠作业时，我羞愧地抬不起头来，不想看到我自己的名字写在那黑板上。那种感觉真的非常难受。我慢慢抬起头来，等待同学们的嘲笑与讥讽。可是我错了，同学们很安静，没有人那样做。而那双眼睛……却包含着许多复杂的感情：有生气、有伤心、还有一些失望。但我也看到希望也同样存在着。那双眼睛就那样看着我，可我，却比任何一次挨骂都感到惭愧和那种想要站起来的强烈决心。我承认，我十分感谢那双眼睛。        当我成功时，同学们都为我欢呼，为我庆贺，开心得像自己成功是一般。我有些陶醉了，脸上不由自主地挂上了大大的微笑。我习惯性地找着那双眼睛，看看它们有什么要表达。那双眼睛写着自豪，写着感到自豪的标语。我看到，那双眼睛兴奋地眨着，但仍带着一点不要得意过头的警告。我心里很甜，因为我有这样一双眼睛疼爱着、呵护着、警告着、甚至批评着。        有时候我会想，那是怎样的一双眼睛啊！虽然很普通，很平凡的模样，但含义，却深深影响着我、教育着我。我甚至想，那是一双具有魔力的眼睛吧，竟能把心情写进去。那眼睛，似乎察觉了，仍然微笑着，还带了点调皮。那双眼睛就在我的左右，它散发着温和却有独特魅力的光彩，令人向往，给人希望。        小学即将过去了，那双眼睛也会离开我了，不知道我会不会习惯呢！不过，我会把这份难忘而宝贵的记忆，带进以后的生活，带在身旁，带进我青春的纪念册……"	5	4		10
5	6	"尊敬的校长：    您好！    我离小学毕业不远了，小学中的生活那么的有趣，又是那么的难忘。在我快毕业之前，想提这两个小小的建议，希望学校采纳：1、能为学生们上有关安全的一节课，增强学生的安全意识。2、加强对高年级学生有关看课外书的正确引导。    在一次上学的途中，我看见马路上的一辆大客车正在行驶，一位我们中心小学的学生为了能快点地过到对面，就离大客车大约3米距离冲过了马路，那辆大客车因为行驶较快，看见有路人就紧急刹车，那位小学生刚才的做法是很危险的，如果那位小学生走慢了，客车司机没看见那位小学生，那位小学生的后果可能会头破血流，更严重的可能会终身残废。安全，不单只是交通安全，还有用火安全，人身安全等等，近年来，大沥发生过许多血的教训，这些教训是极为深刻的，作为一位小学生，应该意识到安全的重要性，而作为一间学校，更加应该教育学生，让学生的安全意识逐步提高。    在我们身边，我经常可以看到我们班的同学拿着什么《幻城》、《帅小子传奇》、《我为歌狂》……不但是女同学，男同学也有看一些暴力的武打片，一些游戏的攻击方法等等，我觉得这些书都是属于成熟的书籍，对我们这个年龄的阶段还不合适，我们应该看一些《十万个为什么》、《101个科学家》……这些才合适我们这个年龄阶段的学生看。如果我们都去看一些不健康的或不宜身心的书，那就会害了学生。对于那些把人引入歧途的书，我们一定要提高警惕！菲尔丁曾经说过：“不好的书，像不好的朋友一样，可能会把你害了。”的确，我们应该读一本好书，叫个好朋友，它将把你带进书的殿堂！希望学校能教育一下看这类书的同学，否则，这些同学就会越陷越深。    以上是我提的两个意见，如果觉得好的话就希望学校能够采用。    祝    工作顺利！    六（2）班学生：小茵    2005年4月4日"	5	4		10
6	6	"假如我会克隆，闭上眼睛想想该是一件多么美好的事情啊！    假如我会克隆，我会克隆爱因斯坦、牛顿、居里夫人，让他们这些天才继续发挥才能，为人类发展作贡献，如果有了他们，世界上会有少难题迎刃而解啊！    假如我会克隆，我要克出一些即将灭觉的珍贵动物，比如：东北虎、大熊猫……让它们在这个世界上像小猫小狗一样多，像花草一样多,把它们养在自己家里，该多么有趣啊！    假如我会克隆，我要克隆钱学森的脑细胞和记忆细胞，我那样就会开启书的大门，遨游书的世界，读四大名著也就不成问题了。当然，拥有钱学森细胞的我，一上作文课就不像以前那样枯乏，那样不感兴趣，而是展示我才华的地方，也是我大展身手的地方。    假如我会克隆，我要克隆我自己，让我和克隆人一起吃饭，生活，成为我家庭中的一员，陪伴我学习，和我共同思考问题，和我一起谈心，当我的知心朋友……一想，便知道是多么美好的事情啊！    假如我会克隆,我当然不会忘记克隆一些有名的运动员,为中国的体育创造更大的辉煌。    克隆,是我们对未来的憧憬,为实现这个美好的愿望,我们应该现在努力学习,长大实现这个美好的愿望!"	5	4		7
7	6	"随着经济的迅速发展，人们便开始大兴土木。建造了无数的企业，就拿我所处的村来说，在短短的十几年内，就增加了八个厂。什么印花厂，什么服装厂，真是数不清。    在我从学校到家，从家到学校的必经之路上，有一条小河。从前，它虽然不是像西湖那样平静，不是像山间小溪那般清澈，可是它至少为河里的小鱼、小虾提供了一个生存的地方虽说比不上天堂，也算不上乐园，可是作住家还是绰绰有余的。每当我上学去或放学回家时经过那儿，偶尔可以看见一、两条小鱼儿浮出水面，吐出一星半点的小水泡，心里就感到愉快。    可是在我一年级的时候，一家印花厂在小河边落户了，成了小河的新邻居，小河本想和新邻居交个朋友，就像和我们一样。可没想到这位邻居一建成，就给小河来了一个下马威。几十吨工业废水和印花染料等一古脑儿排向河里，呛得小河差点犯了心脏病。河里的小鱼、小虾被吓得纷纷逃走，都游向了别的河道。小河伤心极了，可它无能为力。那一年还算走运，我们依旧还能隐隐约约看见几条小鱼浮出水面，吐出几个小水泡，可是以往的那种欢乐，似乎早已荡然无存了。水葫芦还是照样发疯似的生长开来。善良的小河还是以大度的胸怀，容忍了这位所谓的新邻居的伤害。    第二年开春了，因为春节那印花厂放假，小河暂时过了几天清静的日子。假期过后要开学了，我怀着期盼的心情，骑着自行车路过小河，准备和我的老见面朋友打声招呼。可是事隔三日当刮目相看。小河已经面目全非了。以前嫩绿的河水，现在已被那印花厂排放的染料染成了蓝色，上面还有些白色的散发着刺鼻的泡沫。一阵微风拂过河面，拂过我的心，使我有些伤感。“好好的一条河又没了”。这时，从桥上驶过的一位以前驾渔船的老者发出了一声感叹。    时光穿梭，我现在已是六年级学生了，那条小河也陪我这么多年，小河也经受了这么多年的磨难。如今，小河已经完全死去了，真不知道，由于我们的经济建设会毁坏多少条小河。"	5	4		10
8	6	"一提起童年，我的脑海里就浮现了很多说不完的就趣事。    记得五六岁时，我最喜欢吃橙子。可是常常把橙籽吞进去。有一次，亲人给了我们一些橙子，我盯着橙子不住地流口水，就剥了一个。刚好邻居的婆婆来我家，我吃橙子时一不小心把橙籽吞进去了，我顿时傻了，眼珠不停地转来转去。婆婆看见了，问我怎么了。我说：“我……把……橙籽……吞……进去了。”我一边说边指着嘴巴。婆婆笑着说：“那不好吗？以后你要是想吃橙子在头上摘就可以。”我又哭又闹，心想：“那可怎么办！我转了一眼，问婆婆：“那你要是也把橙籽吞进去，那不是跟我一样。”婆婆得意地说：“我跟你不一样，我们是大人，你们是小孩。我们不怕。”我听了婆婆的话，又害怕又可笑。    又过了一年，到橙子长的时候到了。有一次，我在吃橙子，一下子把橙籽吞进了肚子里。在这时，我想起五六岁的时，婆婆说要是吞下了橙籽，头上就会长一棵橙树。于是，我就摸了摸自己的头上，咦，怎么没有一棵橙树。我带着疑问到邻居婆婆家，问她。婆婆说：“傻孩子，我骗你的。”我又惊又喜。    到了现在，想起了这件事，你不让我笑，我还是会笑出声。真没想到我当时那么傻。从中，我也知道了一个道理――－在别人说的时候，不能听别人的，要自己去试试，才知道是真是假。这个道理也让我想起了读二年级时读的《小马过河》一样，那河水不像老牛说的那样浅，也不像松鼠说的那样深。    童年，多么令人回味！可它却像一片片羽毛，越飘越远。偶然间，我采了一串童谣，衔在日中。啊！那正是我的哝年，它像一串糖葫芦，又酸又甜。"	5	4		8
9	6	"含着脉脉深情，我读完了《我的战友邱少云》这篇感人的课文。    这篇课文写了志愿军战士邱少云为了战斗的胜利，在全身被大火包围之时，纹丝不动，一声不吭，强忍着痛苦的折磨。他心中仍然向着一个目标：严格遵守纪律，保证战斗的胜利。直到临死前，他连吭一声都没有。    读完课文，我深深地被邱少云的事迹所感动。邱少云烈士，为了整个潜伏的部队，为了战斗的胜利，心甘情愿地付出自己的生命。在邱少云的心中，生命只是战斗胜利的一小部分，难道生命不值得珍惜？不，生命是千金难买的，要是没有了生命，哪怕只有一条生命，战斗永远不会胜利。可是邱少云毅然牺牲，是以自己的生命换取战友们的生存，更换来战斗的胜利。邱少云是伟大的，我不由想到，从古到今，我们中华儿女有多少人为了国家的荣誉和民族的尊严，甘愿抛头颅，洒热血，毫不犹豫地献出自己的一切。今天，杨利伟为了实现中国人的千年飞天梦不怕吃苦；运动赛场上，运动员为了祖国的荣誉奋力拼搏……他们都是祖国的骄傲，永远值得我们学习，值得我们去爱戴。我要以他们为榜样，学好本领，为祖国的花草树木，让世界看到我们中国的绿荫；画一座座高楼大厦，让世界看到我们中国的发展；画万里长城、名山大川，画出中国的骄傲，让世界对中国刮目相看，肃然起敬！    读了这篇课文，我真切地感到了邱少云的伟大。我想高声地说：令我崇拜的邱少云叔叔，您哟功能生命点燃的火炬，就由我们来传承吧！"	5	4		8
10	6	"我家有七口人，过着无比快乐的生活。可是，没过多久我家变成了八口人！这第八个人呢，就是出生不久的妹妹。    我的妹妹呀，我看就纯属是从地球上生出来的外太生物！一岁左右就会跑，爬东西，害得大家都担心她爬窗子；两岁左右就会背二十首以上的唐诗，大家的夸她记性好；三岁竟然就会和我抢电脑玩，只不过她只会移移鼠标，敲敲键盘……现在，她三岁半了——一双老鹰似的眼睛，时不时就有可能盯着你！一个“能说会道”的嘴巴，偶尔也会将一些你听不懂的话。张开来，你会看见一个个黄黄的牙齿，她经常赖的不漱口！不过最美的地方属她的头发了。乌黑亮丽的头发，跟本不要用广告里的什么洗发水！妹妹有点胖，但胖也是一种健康的特点。    从这些特点中，左邻右舍都讲她很厉害，有魅力！大家都很喜欢她，但她时常会骄傲，这样大家就会说她不好，她又不骄傲了。非常的“臭屁”。    魅力归魅力，但是有时候我也会恨她之入骨！记得有一回，我正在网上高高兴兴和我同学聊着天。因为马上就毕业了嘛，也正赶上放假，我们说得很开心还准备约在一起玩。说到这时突然，屏幕变黑了。我想怎么了？电脑出了毛病？我正和同学聊天呢！如果我下了他会不高兴的！正好，我的俞光看见了一个人，我转头一看。妹妹正用手按着主机箱的按钮，“这会弄坏的！”我叫了一声，本想把妹妹吓跑，结果妹妹向我做了个鬼脸跑了。顽皮么，这有什么办法呢？只好重新开机了，开到一半，电脑又被妹妹关了。这时我气的火冒三丈，顺手打了妹妹一记耳光。也许我太气了，打的有点重，毕竟她还3岁啊。她一屁股坐在地上哭了起来……哭声引来了舅舅，舅舅跑来问：“怎么会事？哥哥还欺负妹妹？啊！”后来我又被一顿臭骂！“今天真是倒霉死了！”我抱怨着，“哼，下次我在也不理她了！”可是，在当天晚上，她跑过来想我道歉。我原谅了她，最起码她知道自己错了，即使就说一句对不起，哥哥。    不管怎么说，我的“妹力”是谁也比不上的。我的妹妹就是这样——淘气，调皮，爱捣蛋。可爱，胆大，很聪明。最重要的是有个谁也没有的特点——这么小就有魅力！"	5	4		10
